Transaction ID,Timestamp,Portfolio,ISIN,Issuer / Asset,Side,Quantity,Price (local),Currency,FX → CHF,Price (CHF),Amount (CHF),Rationale,Price Source
txn-gro-0114,2024-07-29 00:00:00,Growth,US64110L1061,Netflix Inc.,BUY,363.867154,62.696,USD,0.8843,55.4421,20173.55,Top-up after deposit,yfinance
txn-gro-0050,2024-07-31 00:00:00,Growth,CH0311864901,Vat Group AG,BUY,10.327513,440.3,CHF,1,440.3,4547.2,Top-up after deposit,yfinance
txn-gro-0090,2024-07-31 00:00:00,Growth,US5324571083,Eli Lilly & Co.,BUY,34.772006,804.27,USD,0.88203,709.3903,24666.92,Tactical add · CIO conviction maintained,yfinance
txn-gro-0003,2024-08-02 00:00:00,Growth,CH0244767585,UBS Group AG,BUY,874.712958,24.13,CHF,1,24.13,21106.82,DCA into existing position,yfinance
txn-gro-0060,2024-08-07 00:00:00,Growth,US69608A1088,Palantir Technologies,BUY,397.617251,26.32,USD,0.85255,22.4391,8922.18,Add on dip · technical entry,yfinance
txn-gro-0076,2024-08-07 00:00:00,Growth,US02079K3059,Alphabet Inc.,BUY,70.122754,158.94,USD,0.85255,135.5043,9501.93,Top-up after deposit,yfinance
txn-gro-0317,2024-08-09 00:00:00,Growth,US29444U7000,Equinix Inc.,BUY,142.646197,141.4753,USD,0.86685,122.6379,17493.83,Top-up after deposit,synth_estimated
txn-gro-0129,2024-08-12 00:00:00,Growth,US9024941034,"Tyson Foods, Inc.",BUY,364.247952,60.33,USD,0.86504,52.1879,19009.32,Tactical add · CIO conviction maintained,yfinance
txn-gro-0027,2024-08-17 00:00:00,Growth,CH0013841017,Lonza Group AG,BUY,48.282908,549.8,CHF,1,549.8,26545.94,Quarterly rebalance · drift below target,yfinance
txn-gro-0204,2024-08-24 00:00:00,Growth,NL0010273215,ASML Holding N.V.,BUY,20.662834,818.8,EUR,0.94685,775.2808,16019.5,Top-up after deposit,yfinance
txn-gro-0061,2024-08-27 00:00:00,Growth,US69608A1088,Palantir Technologies,BUY,288.405251,30.84,USD,0.8471,26.1246,7534.46,Quarterly rebalance · drift below target,yfinance
txn-gro-0079,2024-08-29 00:00:00,Growth,US02079K3059,Alphabet Inc.,SELL,48.842634,161.78,USD,0.84182,136.1896,6651.86,Trim on rally · realising gains,yfinance
txn-gro-0184,2024-08-29 00:00:00,Growth,US6974351057,Palo Alto Networks Inc,BUY,85.126683,179.105,USD,0.84182,150.7742,12834.9,Top-up after deposit,yfinance
txn-gro-0217,2024-09-03 00:00:00,Growth,DK0062498333,Novo Nordisk A/S,BUY,686.954807,927.4,DKK,0.126317,117.1464,80474.27,Quarterly rebalance · drift below target,yfinance
txn-gro-0271,2024-09-05 00:00:00,Growth,US29362U1043,Entegris Inc.,BUY,126.840858,110.17,USD,0.84604,93.2082,11822.61,Tactical add · CIO conviction maintained,yfinance
txn-gro-0216,2024-09-08 00:00:00,Growth,DK0062498333,Novo Nordisk A/S,BUY,908.590021,881.5,DKK,0.125666,110.7746,100648.68,Tactical add · CIO conviction maintained,yfinance
txn-gro-0022,2024-09-21 00:00:00,Growth,CH0025751329,Logitech International,BUY,234.663028,73.4,CHF,1,73.4,17224.27,DCA into existing position,yfinance
txn-gro-0048,2024-10-02 00:00:00,Growth,CH0311864901,Vat Group AG,BUY,12.699806,427.9,CHF,1,427.9,5434.25,Tactical add · CIO conviction maintained,yfinance
txn-gro-0283,2024-10-06 00:00:00,Growth,US58733R1023,MercadoLibre Inc.,BUY,10.180743,1960,USD,0.85181,1669.5476,16997.24,Tactical add · CIO conviction maintained,yfinance
txn-gro-0298,2024-10-07 00:00:00,Growth,US7223041028,PDD Holdings Inc.,BUY,179.994907,153.09,USD,0.85869,131.4569,23661.56,Add on dip · technical entry,yfinance
txn-gro-0102,2024-10-11 00:00:00,Growth,US11135F1012,Broadcom Inc.,BUY,98.551743,181.48,USD,0.85655,155.4467,15319.54,Top-up after deposit,yfinance
txn-gro-0036,2024-10-18 00:00:00,Growth,CH0024608827,Partners Group Holding,SELL,14.797114,1289.5,CHF,1,1289.5,19080.88,Trim on rally · realising gains,yfinance
txn-gro-0218,2024-10-19 00:00:00,Growth,DK0062498333,Novo Nordisk A/S,BUY,893.334975,807.2,DKK,0.125731,101.4901,90664.63,Tactical add · CIO conviction maintained,yfinance
txn-gro-0144,2024-11-01 00:00:00,Growth,US09857L1089,Booking Holdings Inc.,BUY,128.506879,189.9644,USD,0.86354,164.0419,21080.51,Quarterly rebalance · drift below target,yfinance
txn-gro-0164,2024-11-02 00:00:00,Growth,US90353T1007,Uber Technologies Inc.,BUY,182.56515,73.25,USD,0.86354,63.2543,11548.03,Top-up after deposit,yfinance
txn-gro-0344,2024-11-09 00:00:00,Growth,CH0454664001,21Shares Bitcoin ETP,BUY,100.79153,86.3534,CHF,1,86.3534,8703.69,Add on dip · technical entry,synth_estimated
txn-gro-0095,2024-11-10 00:00:00,Growth,US30303M1027,Meta Platforms Inc.,BUY,48.297681,589.34,USD,0.87278,514.3642,24842.6,Quarterly rebalance · drift below target,yfinance
txn-gro-0078,2024-11-14 00:00:00,Growth,US02079K3059,Alphabet Inc.,BUY,73.516374,175.58,USD,0.88577,155.5235,11433.52,Tactical add · CIO conviction maintained,yfinance
txn-gro-0141,2024-11-28 00:00:00,Growth,US09857L1089,Booking Holdings Inc.,BUY,101.44921,208.926,USD,0.882,184.2727,18694.32,Add on dip · technical entry,yfinance
txn-gro-0092,2024-11-30 00:00:00,Growth,US5324571083,Eli Lilly & Co.,SELL,14.325305,795.35,USD,0.88234,701.7691,10053.06,Trim on rally · realising gains,yfinance
txn-gro-0023,2024-12-05 00:00:00,Growth,CH0025751329,Logitech International,BUY,193.28706,74.42,CHF,1,74.42,14384.42,Tactical add · CIO conviction maintained,yfinance
txn-gro-0109,2024-12-08 00:00:00,Growth,US88160R1014,Tesla Inc.,BUY,81.942812,389.22,USD,0.87842,341.8986,28016.14,Top-up after deposit,yfinance
txn-gro-0276,2024-12-08 00:00:00,Growth,US8740391003,TSMC,BUY,78.733323,203.02,USD,0.87842,178.3368,14041.05,Quarterly rebalance · drift below target,yfinance
txn-gro-0151,2024-12-10 00:00:00,Growth,US4581401001,Intel Corp.,BUY,134.583742,20.16,USD,0.87859,17.7124,2383.8,DCA into existing position,yfinance
txn-gro-0033,2024-12-18 00:00:00,Growth,CH0024608827,Partners Group Holding,BUY,25.970488,1271.5,CHF,1,1271.5,33021.48,DCA into existing position,yfinance
txn-gro-0296,2024-12-18 00:00:00,Growth,US7223041028,PDD Holdings Inc.,BUY,220.74979,101.35,USD,0.89248,90.4528,19967.45,Top-up after deposit,yfinance
txn-gro-0101,2024-12-19 00:00:00,Growth,US11135F1012,Broadcom Inc.,BUY,54.608983,218.32,USD,0.9017,196.8592,10750.28,DCA into existing position,yfinance
txn-gro-0339,2024-12-26 00:00:00,Growth,CH0047533523,ZKB Gold ETF,BUY,67.393076,185.3852,CHF,1,185.3852,12493.68,Top-up after deposit,synth_estimated
txn-gro-0236,2024-12-31 00:00:00,Growth,FR0000121972,Schneider Electric SE,BUY,94.194861,240.9,EUR,0.9399,226.4219,21327.78,Add on dip · technical entry,yfinance
txn-gro-0259,2025-01-08 00:00:00,Growth,US0382221051,Applied Materials Inc.,BUY,67.576671,176.99,USD,0.90945,160.9636,10877.38,Tactical add · CIO conviction maintained,yfinance
txn-gro-0169,2025-01-09 00:00:00,Growth,US78409V1044,S&P Global Inc.,BUY,51.391647,495.86,USD,0.91095,451.7037,23213.79,Add on dip · technical entry,yfinance
txn-gro-0277,2025-01-17 00:00:00,Growth,US8740391003,TSMC,BUY,66.302609,211.5,USD,0.91117,192.7125,12777.34,DCA into existing position,yfinance
txn-gro-0246,2025-01-24 00:00:00,Growth,NL0012969182,Adyen N.V.,BUY,20.622701,1520.4,EUR,0.94518,1437.0517,29635.89,Quarterly rebalance · drift below target,yfinance
txn-gro-0159,2025-01-27 00:00:00,Growth,US4612021034,Intuit Inc.,BUY,50.126113,606.62,USD,0.90684,550.1073,27574.74,DCA into existing position,yfinance
txn-gro-0067,2025-01-29 00:00:00,Growth,US5949181045,Microsoft Corp.,BUY,77.886335,442.33,USD,0.90413,399.9238,31148.6,Top-up after deposit,yfinance
txn-gro-0009,2025-01-30 00:00:00,Growth,CH0012221716,ABB Ltd.,BUY,390.865581,50.14,CHF,1,50.14,19598,Quarterly rebalance · drift below target,yfinance
txn-gro-0110,2025-01-31 00:00:00,Growth,US88160R1014,Tesla Inc.,BUY,72.007023,404.6,USD,0.909369,367.9307,26493.59,Tactical add · CIO conviction maintained,yfinance
txn-gro-0005,2025-02-02 00:00:00,Growth,CH0244767585,UBS Group AG,BUY,704.833435,32.34,CHF,1,32.34,22794.31,Top-up after deposit,yfinance
txn-gro-0289,2025-02-05 00:00:00,Growth,US7960502018,Samsung Electronics,BUY,85.479438,158.8438,USD,0.90524,143.7917,12291.24,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0223,2025-02-19 00:00:00,Growth,FR0000121014,LVMH Moët Hennessy,BUY,68.757307,690.9,EUR,0.94406,652.2511,44847.03,Quarterly rebalance · drift below target,yfinance
txn-gro-0124,2025-02-22 00:00:00,Growth,US00724F1012,Adobe Inc.,BUY,121.346342,444.32,USD,0.89806,399.026,48420.35,Tactical add · CIO conviction maintained,yfinance
txn-gro-0272,2025-03-06 00:00:00,Growth,US29362U1043,Entegris Inc.,BUY,109.209244,100.27,USD,0.89069,89.3095,9753.42,Top-up after deposit,yfinance
txn-gro-0286,2025-03-09 00:00:00,Growth,US58733R1023,MercadoLibre Inc.,BUY,14.216645,2009.34,USD,0.88332,1774.8901,25232.98,Quarterly rebalance · drift below target,yfinance
txn-gro-0340,2025-03-11 00:00:00,Growth,CH0047533523,ZKB Gold ETF,SELL,26.156374,205.2503,CHF,1,205.2503,5368.6,Trim on rally · realising gains,synth_estimated
txn-gro-0104,2025-03-14 00:00:00,Growth,US11135F1012,Broadcom Inc.,BUY,59.076473,195.54,USD,0.88262,172.5875,10195.86,Tactical add · CIO conviction maintained,yfinance
txn-gro-0063,2025-03-17 00:00:00,Growth,US69608A1088,Palantir Technologies,BUY,213.840724,87.35,USD,0.88409,77.2253,16513.91,Top-up after deposit,yfinance
txn-gro-0166,2025-03-17 00:00:00,Growth,US90353T1007,Uber Technologies Inc.,BUY,230.001292,72.73,USD,0.88409,64.2999,14789.05,Tactical add · CIO conviction maintained,yfinance
txn-gro-0213,2025-03-19 00:00:00,Growth,DE0007164600,SAP SE,SELL,185.466536,248.35,EUR,0.95898,238.1627,44171.21,Trim on rally · realising gains,yfinance
txn-gro-0326,2025-03-31 00:00:00,Growth,LU0196152788,Partners Group Listed Investments - Listed PE,BUY,327.294753,177.8451,EUR,0.9534,169.5575,55495.29,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0035,2025-04-03 00:00:00,Growth,CH0024608827,Partners Group Holding,BUY,21.558366,1164,CHF,1,1164,25093.94,Quarterly rebalance · drift below target,yfinance
txn-gro-0173,2025-04-06 00:00:00,Growth,US78409V1044,S&P Global Inc.,BUY,30.903121,451.5,USD,0.85921,387.9333,11988.35,Tactical add · CIO conviction maintained,yfinance
txn-gro-0290,2025-04-11 00:00:00,Growth,US7960502018,Samsung Electronics,BUY,95.692818,142.1864,USD,0.82076,116.7009,11167.44,Quarterly rebalance · drift below target,synth_estimated
txn-gro-0119,2025-04-15 00:00:00,Growth,US79466L3024,Salesforce Inc.,BUY,115.853486,254.93,USD,0.81596,208.0127,24098.99,Quarterly rebalance · drift below target,yfinance
txn-gro-0176,2025-04-19 00:00:00,Growth,US22788C1053,CrowdStrike Holdings,BUY,41.924764,375.62,USD,0.81375,305.6608,12814.76,DCA into existing position,yfinance
txn-gro-0183,2025-05-04 00:00:00,Growth,US6974351057,Palo Alto Networks Inc,BUY,91.913737,187.7,USD,0.82898,155.5995,14301.74,Quarterly rebalance · drift below target,yfinance
txn-gro-0134,2025-05-08 00:00:00,Growth,US81762P1021,ServiceNow Inc.,BUY,371.153276,194.898,USD,0.82395,160.5862,59602.09,Tactical add · CIO conviction maintained,yfinance
txn-gro-0105,2025-05-21 00:00:00,Growth,US11135F1012,Broadcom Inc.,SELL,68.986277,229.73,USD,0.826712,189.9205,13101.91,Trim on rally · realising gains,yfinance
txn-gro-0251,2025-05-28 00:00:00,Growth,DE000A1EWWW0,Adidas AG,BUY,119.750893,218.5,EUR,0.93781,204.9115,24538.33,Top-up after deposit,yfinance
txn-gro-0103,2025-06-12 00:00:00,Growth,US11135F1012,Broadcom Inc.,BUY,85.628961,256.07,USD,0.8184,209.5677,17945.06,Quarterly rebalance · drift below target,yfinance
txn-gro-0334,2025-06-12 00:00:00,Growth,IE00B1TXHL60,iShares Listed Private Eq,BUY,310.767674,91.9476,EUR,0.94198,86.6128,26916.46,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0015,2025-06-14 00:00:00,Growth,CH0418792922,Sika AG,BUY,121.754921,209,CHF,1,209,25446.78,Quarterly rebalance · drift below target,yfinance
txn-gro-0273,2025-06-17 00:00:00,Growth,US29362U1043,Entegris Inc.,SELL,100.578302,76.55,USD,0.81371,62.2895,6264.97,Trim on rally · realising gains,yfinance
txn-gro-0351,2025-06-18 00:00:00,Growth,CH0454664027,21Shares Ethereum ETP,BUY,100.680125,73.6624,CHF,1,73.6624,7416.34,Add on dip · technical entry,synth_estimated
txn-gro-0062,2025-06-23 00:00:00,Growth,US69608A1088,Palantir Technologies,BUY,387.200083,139.92,USD,0.81775,114.4196,44303.27,Tactical add · CIO conviction maintained,yfinance
txn-gro-0055,2025-06-27 00:00:00,Growth,US67066G1040,NVIDIA Corp.,BUY,189.338105,157.75,USD,0.80089,126.3404,23921.05,Add on dip · technical entry,yfinance
txn-gro-0097,2025-06-28 00:00:00,Growth,US30303M1027,Meta Platforms Inc.,BUY,51.341346,733.63,USD,0.80089,587.557,30165.96,DCA into existing position,yfinance
txn-gro-0291,2025-07-08 00:00:00,Growth,US7960502018,Samsung Electronics,BUY,79.494926,137.3991,USD,0.79716,109.5291,8707.01,DCA into existing position,synth_estimated
txn-gro-0280,2025-07-12 00:00:00,Growth,US8740391003,TSMC,SELL,43.986688,230.4,USD,0.79672,183.5643,8074.39,Trim on rally · realising gains,yfinance
txn-gro-0199,2025-07-19 00:00:00,Growth,US23804L1035,Datadog Inc.,BUY,57.22411,145.02,USD,0.80288,116.4337,6662.81,DCA into existing position,yfinance
txn-gro-0189,2025-07-20 00:00:00,Growth,US0404131064,Arista Networks Inc.,BUY,105.05759,111.78,USD,0.80288,89.7459,9428.49,Top-up after deposit,yfinance
txn-gro-0209,2025-07-20 00:00:00,Growth,DE0007164600,SAP SE,BUY,267.831916,264.05,EUR,0.93255,246.2398,65950.88,Add on dip · technical entry,yfinance
txn-gro-0192,2025-07-26 00:00:00,Growth,US8334451098,Snowflake Inc.,BUY,81.285782,219.51,USD,0.79487,174.4819,14182.9,Top-up after deposit,yfinance
txn-gro-0133,2025-08-01 00:00:00,Growth,US81762P1021,ServiceNow Inc.,BUY,293.3542,182.874,USD,0.8139,148.8411,43663.17,DCA into existing position,yfinance
txn-gro-0071,2025-08-03 00:00:00,Growth,US0378331005,Apple Inc.,BUY,145.589294,202.38,USD,0.8139,164.7171,23981.04,Quarterly rebalance · drift below target,yfinance
txn-gro-0089,2025-08-04 00:00:00,Growth,US5324571083,Eli Lilly & Co.,BUY,44.812217,769,USD,0.80401,618.2837,27706.66,Top-up after deposit,yfinance
txn-gro-0228,2025-08-05 00:00:00,Growth,LU1778762911,Spotify Technology S.A.,BUY,40.982034,647,USD,0.80709,522.1872,21400.29,DCA into existing position,yfinance
txn-gro-0091,2025-08-09 00:00:00,Growth,US5324571083,Eli Lilly & Co.,BUY,32.682403,625.65,USD,0.80569,504.08,16474.54,DCA into existing position,yfinance
txn-gro-0349,2025-08-09 00:00:00,Growth,CH0454664027,21Shares Ethereum ETP,BUY,57.648903,73.5128,CHF,1,73.5128,4237.93,Quarterly rebalance · drift below target,synth_estimated
txn-gro-0312,2025-08-11 00:00:00,Growth,CH0014420878,UBS (CH) Property Fund,BUY,52.101899,203.9955,CHF,1,203.9955,10628.55,Top-up after deposit,synth_estimated
txn-gro-0118,2025-08-12 00:00:00,Growth,US79466L3024,Salesforce Inc.,BUY,148.896997,231.66,USD,0.8118,188.0616,28001.81,Add on dip · technical entry,yfinance
txn-gro-0224,2025-08-12 00:00:00,Growth,FR0000121014,LVMH Moët Hennessy,SELL,39.708302,457.15,EUR,0.94322,431.193,17121.94,Trim on rally · realising gains,yfinance
txn-gro-0040,2025-08-17 00:00:00,Growth,CH1175448666,Straumann Holding AG,BUY,180.021901,94.08,CHF,1,94.08,16936.46,Tactical add · CIO conviction maintained,yfinance
txn-gro-0187,2025-08-25 00:00:00,Growth,US0404131064,Arista Networks Inc.,BUY,116.722529,133.04,USD,0.80226,106.7327,12458.11,DCA into existing position,yfinance
txn-gro-0205,2025-08-29 00:00:00,Growth,NL0010273215,ASML Holding N.V.,BUY,20.106323,636.6,EUR,0.93631,596.0549,11984.47,Top-up after deposit,yfinance
txn-gro-0211,2025-09-04 00:00:00,Growth,DE0007164600,SAP SE,BUY,285.66586,233.2,EUR,0.93725,218.5667,62437.04,Add on dip · technical entry,yfinance
txn-gro-0004,2025-09-09 00:00:00,Growth,CH0244767585,UBS Group AG,BUY,687.431483,31.95,CHF,1,31.95,21963.44,Quarterly rebalance · drift below target,yfinance
txn-gro-0008,2025-09-09 00:00:00,Growth,CH0012221716,ABB Ltd.,BUY,367.512015,55.7,CHF,1,55.7,20470.42,Add on dip · technical entry,yfinance
txn-gro-0073,2025-09-13 00:00:00,Growth,US0378331005,Apple Inc.,SELL,74.820313,234.07,USD,0.79595,186.308,13939.62,Trim on rally · realising gains,yfinance
txn-gro-0284,2025-09-15 00:00:00,Growth,US58733R1023,MercadoLibre Inc.,BUY,14.45714,2335.8201,USD,0.7967,1860.9479,26903.98,Top-up after deposit,yfinance
txn-gro-0152,2025-09-17 00:00:00,Growth,US4581401001,Intel Corp.,BUY,167.456004,24.9,USD,0.78591,19.5692,3276.97,Top-up after deposit,yfinance
txn-gro-0072,2025-09-19 00:00:00,Growth,US0378331005,Apple Inc.,BUY,132.964055,245.5,USD,0.79251,194.5612,25869.65,Top-up after deposit,yfinance
txn-gro-0108,2025-09-19 00:00:00,Growth,US88160R1014,Tesla Inc.,BUY,66.027795,426.07,USD,0.79251,337.6647,22295.26,Top-up after deposit,yfinance
txn-gro-0044,2025-09-24 00:00:00,Growth,CH1175448666,Straumann Holding AG,SELL,129.793117,89.98,CHF,1,89.98,11678.79,Trim on rally · realising gains,yfinance
txn-gro-0206,2025-09-26 00:00:00,Growth,NL0010273215,ASML Holding N.V.,BUY,33.103749,812.8,EUR,0.93303,758.3668,25104.78,Add on dip · technical entry,yfinance
txn-gro-0352,2025-10-07 00:00:00,Growth,CH0454664027,21Shares Ethereum ETP,BUY,65.718453,72.2463,CHF,1,72.2463,4747.92,Top-up after deposit,synth_estimated
txn-gro-0234,2025-10-12 00:00:00,Growth,FR0000121972,Schneider Electric SE,BUY,59.647578,245.25,EUR,0.93239,228.6686,13639.53,DCA into existing position,yfinance
txn-gro-0041,2025-10-18 00:00:00,Growth,CH1175448666,Straumann Holding AG,BUY,210.099551,86.92,CHF,1,86.92,18261.85,Tactical add · CIO conviction maintained,yfinance
txn-gro-0348,2025-10-20 00:00:00,Growth,CH0454664027,21Shares Ethereum ETP,BUY,76.815043,71.6316,CHF,1,71.6316,5502.38,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0172,2025-10-23 00:00:00,Growth,US78409V1044,S&P Global Inc.,BUY,39.376174,482.7,USD,0.79609,384.2727,15131.19,Top-up after deposit,yfinance
txn-gro-0260,2025-10-24 00:00:00,Growth,US0382221051,Applied Materials Inc.,SELL,41.129737,228.75,USD,0.79508,181.8746,7480.45,Trim on rally · realising gains,yfinance
txn-gro-0056,2025-10-25 00:00:00,Growth,US67066G1040,NVIDIA Corp.,BUY,256.693075,186.26,USD,0.79508,148.0916,38014.09,Top-up after deposit,yfinance
txn-gro-0329,2025-10-27 00:00:00,Growth,LU0196152788,Partners Group Listed Investments - Listed PE,BUY,269.665361,199.0576,EUR,0.92588,184.3035,49700.27,Quarterly rebalance · drift below target,synth_estimated
txn-gro-0053,2025-11-06 00:00:00,Growth,US67066G1040,NVIDIA Corp.,BUY,211.998323,188.08,USD,0.80973,152.294,32286.08,Quarterly rebalance · drift below target,yfinance
txn-gro-0256,2025-11-06 00:00:00,Growth,US0382221051,Applied Materials Inc.,BUY,51.040077,233.53,USD,0.80973,189.0962,9651.49,DCA into existing position,yfinance
txn-gro-0335,2025-11-08 00:00:00,Growth,IE00B1TXHL60,iShares Listed Private Eq,BUY,300.545614,98.6363,EUR,0.93091,91.8215,27596.54,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0128,2025-11-18 00:00:00,Growth,US9024941034,"Tyson Foods, Inc.",BUY,462.992564,53.66,USD,0.79624,42.7262,19781.93,DCA into existing position,yfinance
txn-gro-0264,2025-11-24 00:00:00,Growth,US0126531013,Albemarle Corp.,BUY,66.13632,115.88,USD,0.80867,93.7087,6197.55,DCA into existing position,yfinance
txn-gro-0353,2025-12-01 00:00:00,Growth,CH0454664027,21Shares Ethereum ETP,SELL,37.423845,65.799,CHF,1,65.799,2462.45,Trim on rally · realising gains,synth_estimated
txn-gro-0322,2025-12-04 00:00:00,Growth,US2538681030,Digital Realty Trust,BUY,215.104054,122.1232,USD,0.79976,97.6693,21009.06,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0066,2025-12-05 00:00:00,Growth,US5949181045,Microsoft Corp.,BUY,107.830398,483.16,USD,0.80378,388.3544,41876.4,Add on dip · technical entry,yfinance
txn-gro-0248,2025-12-06 00:00:00,Growth,NL0012969182,Adyen N.V.,SELL,4.61992,1349.4,EUR,0.93576,1262.7146,5833.64,Trim on rally · realising gains,yfinance
txn-gro-0083,2025-12-07 00:00:00,Growth,US0231351067,Amazon.com Inc.,BUY,88.15728,229.53,USD,0.80378,184.4916,16264.28,Quarterly rebalance · drift below target,yfinance
txn-gro-0321,2025-12-11 00:00:00,Growth,US2538681030,Digital Realty Trust,BUY,305.462468,119.7499,USD,0.79938,95.7257,29240.6,Quarterly rebalance · drift below target,synth_estimated
txn-gro-0222,2025-12-28 00:00:00,Growth,FR0000121014,LVMH Moët Hennessy,BUY,62.407269,632.1,EUR,0.92868,587.0186,36634.23,Quarterly rebalance · drift below target,yfinance
txn-gro-0257,2026-01-01 00:00:00,Growth,US0382221051,Applied Materials Inc.,BUY,63.099486,256.99,USD,0.7917,203.459,12838.16,Add on dip · technical entry,yfinance
txn-gro-0113,2026-01-06 00:00:00,Growth,US64110L1061,Netflix Inc.,BUY,342.282575,90.65,USD,0.7921,71.8039,24577.21,Add on dip · technical entry,yfinance
txn-gro-0194,2026-01-13 00:00:00,Growth,US8334451098,Snowflake Inc.,SELL,35.143049,209.39,USD,0.79736,166.9592,5867.46,Trim on rally · realising gains,yfinance
txn-gro-0130,2026-01-15 00:00:00,Growth,US9024941034,"Tyson Foods, Inc.",BUY,453.788873,60.43,USD,0.79972,48.3271,21930.29,Quarterly rebalance · drift below target,yfinance
txn-gro-0343,2026-01-19 00:00:00,Growth,CH0454664001,21Shares Bitcoin ETP,BUY,116.61325,97.332,CHF,1,97.332,11350.2,Quarterly rebalance · drift below target,synth_estimated
txn-gro-0059,2026-01-27 00:00:00,Growth,US69608A1088,Palantir Technologies,BUY,361.091348,165.7,USD,0.77724,128.7887,46504.47,Tactical add · CIO conviction maintained,yfinance
txn-gro-0140,2026-02-02 00:00:00,Growth,US09857L1089,Booking Holdings Inc.,BUY,180.380685,204.89,USD,0.77356,158.4947,28589.38,Top-up after deposit,yfinance
txn-gro-0240,2026-02-10 00:00:00,Growth,NL0011585146,Ferrari N.V.,BUY,64.035909,310.3,EUR,0.91318,283.3597,18145.2,DCA into existing position,yfinance
txn-gro-0330,2026-02-11 00:00:00,Growth,LU0196152788,Partners Group Listed Investments - Listed PE,BUY,355.233128,210.7015,EUR,0.91373,192.5243,68391,Tactical add · CIO conviction maintained,synth_estimated
txn-gro-0170,2026-02-18 00:00:00,Growth,US78409V1044,S&P Global Inc.,BUY,25.727606,419.38,USD,0.7702,323.0065,8310.18,Tactical add · CIO conviction maintained,yfinance
txn-gro-0235,2026-02-21 00:00:00,Growth,FR0000121972,Schneider Electric SE,BUY,85.55553,261.9,EUR,0.91249,238.9811,20446.16,Add on dip · technical entry,yfinance
txn-gro-0237,2026-02-23 00:00:00,Growth,FR0000121972,Schneider Electric SE,BUY,45.655845,259.75,EUR,0.91323,237.2115,10830.09,Tactical add · CIO conviction maintained,yfinance
txn-gro-0318,2026-03-01 00:00:00,Growth,US29444U7000,Equinix Inc.,SELL,103.315277,191.5928,USD,0.77323,148.1453,15305.68,Trim on rally · realising gains,synth_estimated
txn-gro-0200,2026-03-04 00:00:00,Growth,US23804L1035,Datadog Inc.,BUY,58.120331,118.33,USD,0.78192,92.5246,5377.56,Top-up after deposit,yfinance
txn-gro-0082,2026-03-18 00:00:00,Growth,US0231351067,Amazon.com Inc.,BUY,148.54206,209.87,USD,0.78477,164.6997,24464.83,Top-up after deposit,yfinance
txn-gro-0096,2026-03-22 00:00:00,Growth,US30303M1027,Meta Platforms Inc.,BUY,64.251245,593.66,USD,0.7887,468.2196,30083.69,DCA into existing position,yfinance
txn-gro-0212,2026-03-27 00:00:00,Growth,DE0007164600,SAP SE,BUY,276.343695,142.56,EUR,0.91664,130.6762,36111.54,Top-up after deposit,yfinance
txn-gro-0018,2026-03-30 00:00:00,Growth,CH0418792922,Sika AG,BUY,201.919736,130.05,CHF,1,130.05,26259.66,Top-up after deposit,yfinance
txn-gro-0178,2026-03-30 00:00:00,Growth,US22788C1053,CrowdStrike Holdings,BUY,22.270641,380.06,USD,0.7998,303.972,6769.65,Add on dip · technical entry,yfinance
txn-gro-0210,2026-03-31 00:00:00,Growth,DE0007164600,SAP SE,BUY,229.354002,146.9,EUR,0.91639,134.6177,30875.1,Tactical add · CIO conviction maintained,yfinance
txn-gro-0069,2026-04-18 00:00:00,Growth,US5949181045,Microsoft Corp.,BUY,228.958698,422.79,USD,0.7832,331.1291,75814.9,"Final precision rebalance · land on target (220,000 CHF)",yfinance
txn-gro-0121,2026-04-18 00:00:00,Growth,US79466L3024,Salesforce Inc.,BUY,373.161293,182.14,USD,0.7832,142.6521,53232.22,"Final precision rebalance · land on target (150,000 CHF)",yfinance
txn-gro-0287,2026-04-18 00:00:00,Growth,US58733R1023,MercadoLibre Inc.,BUY,17.493811,1855.83,USD,0.7832,1453.4861,25427.01,"Final precision rebalance · land on target (150,000 CHF)",yfinance
txn-gro-0336,2026-04-18 00:00:00,Growth,IE00B1TXHL60,iShares Listed Private Eq,BUY,101.234747,106.1378,EUR,0.9226,97.9227,9913.18,"Final precision rebalance · land on target (200,000 CHF)",synth_estimated
txn-gro-0057,2026-04-19 00:00:00,Growth,US67066G1040,NVIDIA Corp.,BUY,46.627957,201.68,USD,0.7832,157.9558,7365.16,"Final precision rebalance · land on target (280,000 CHF)",yfinance
txn-gro-0162,2026-04-19 00:00:00,Growth,US4612021034,Intuit Inc.,BUY,10.283329,393.25,USD,0.7832,307.9934,3167.2,"Final precision rebalance · land on target (100,000 CHF)",yfinance
txn-gro-0111,2026-04-20 00:00:00,Growth,US88160R1014,Tesla Inc.,BUY,117.235156,392.5,USD,0.78366,307.5865,36059.96,"Final precision rebalance · land on target (180,000 CHF)",yfinance
